#                                                                                              best-scoring model                                                          different domain's best-scoring model  
#                                                      --------------------------------------------------------------------------------------------------                  -------------------------------------  
#idx  target          p/f  length  #fm  fam  domain    model       strnd  #ht  tscore  bscore  s/nt   bevalue   tcov   bcov   bfrom     bto  mfrom    mto  scdiff  scd/nt  model       tscore  unexpected_features
#---  -------------  ----  ------  ---  ---  --------  ----------  -----  ---  ------  ------  ----  --------  -----  -----  ------  ------  -----  -----  ------  ------  ----------  ------  -------------------
267   URS0000A1B018  PASS    3405    1  LSU  Bacteria  HS_LSU_3D   plus     4  2168.6   865.5  0.64  7.3e-262  0.938  0.329    2284    3404   3676   4862       -       -  -                -  MultipleHits:(4:NH[M:599(676..1274),S:185(481..665)],MD[M:167(2244..2410),S:8(1542..1549)],NH[M:560(3116..3675),S:18(2266..2283)]);
268   URS0000835CD6  PASS     729    1  LSU  Bacteria  SC_LSU_3D   plus     1    76.8    76.8  0.11   8.3e-24  0.221  0.221     279     439      3    161       -       -  -                -  LowScore:(0.11<0.50);LowCoverage:(0.221<0.860);
269   URS0000EC857D  PASS    2900    1  LSU  Bacteria  EC_LSU_3D   plus     1  2811.2  2811.2  0.97         0  1.000  1.000       2    2900      4   2904       -       -  -                -  -
270   URS000002ECEC  PASS     260    1  LSU  Bacteria  KL_LSU_3D   plus     1    28.1    28.1  0.11   3.9e-09  0.238  0.238     199     260    157    218       -       -  -                -  LowScore:(0.11<0.50);LowCoverage:(0.238<0.860);
271   URS00004BC440  FAIL     229    0  -    -         -           -        -       -       -     -         -      -      -       -       -      -      -       -       -  -                -  *NoHits;
272   URS0000B11F12  PASS     743    1  LSU  Bacteria  HS_LSU_3D   plus     1   152.7   152.7  0.21   4.8e-47  0.876  0.876      93     743   1151   1790       -       -  -                -  LowScore:(0.21<0.50);
273   URS00001E6361  PASS    2902    1  LSU  Bacteria  EC_LSU_3D   plus     1  2952.7  2952.7  1.02         0  1.000  1.000       2    2902      4   2904       -       -  -                -  -
274   URS000039F68B  FAIL    3073    1  LSU  Bacteria  EC_LSU_3D   plus     2  2603.8  2153.0  0.85         0  0.968  0.789     647    3072    477   2903       -       -  -                -  *DuplicateRegion:(477-554)_hits_1_and_2(M:477.2903,4.554,S:647.3072,2.551);MultipleHits:(2:SI[M:-78(477..554),S:95(552..646)]);
275   URS00000C56EF  FAIL     242    0  -    -         -           -        -       -       -     -         -      -      -       -       -      -      -       -       -  -                -  *NoHits;
276   URS0000C08BA3  PASS    4688    1  LSU  Bacteria  HS_LSU_3D   plus     5  1802.6   494.8  0.38  3.9e-150  0.840  0.222     999    2039   1315   2249       -       -  -                -  LowScore:(0.38<0.50);LowCoverage:(0.840<0.860);MultipleHits:(5:NH[M:493(822..1314),S:303(696..998)],NH[M:176(2250..2425),S:67(2040..2106)],NH[M:618(3117..3734),S:186(2909..3094)],NH[M:49(4249..4297),S:174(3576..3749)]);
277   URS0000850E6C  PASS    2886    1  LSU  Bacteria  EC_LSU_3D   plus     1  2532.1  2532.1  0.88         0  0.993  0.993      10    2874      1   2904       -       -  -                -  -
278   URS0000DC2E8B  PASS    2887    1  LSU  Bacteria  BS_LSU_3D   plus     1  1940.9  1940.9  0.67         0  0.999  0.999       3    2886      5   2913       -       -  -                -  -
279   URS00004C2607  FAIL     231    0  -    -         -           -        -       -       -     -         -      -      -       -       -      -      -       -       -  -                -  *NoHits;
280   URS000005CF96  FAIL     229    0  -    -         -           -        -       -       -     -         -      -      -       -       -      -      -       -       -  -                -  *NoHits;
281   URS000029A611  FAIL     255    0  -    -         -           -        -       -       -     -         -      -      -       -       -      -      -       -       -  -                -  *NoHits;
282   URS000020541D  PASS     623    1  LSU  Bacteria  SC_LSU_3D   plus     1    81.2    81.2  0.13   3.9e-25  0.254  0.254     270     427      3    158       -       -  -                -  LowScore:(0.13<0.50);LowCoverage:(0.254<0.860);
283   URS0000655CFD  PASS     154    1  LSU  Bacteria  KL_LSU_3D   plus     1    65.2    65.2  0.42   2.6e-20  0.987  0.987       2     153      3    154       -       -  -                -  LowScore:(0.42<0.50);
284   URS00001DC6B3  PASS     604    1  LSU  Bacteria  KL_LSU_3D   plus     2   132.0   112.2  0.22   1.7e-34  0.369  0.265     207     366      1    160       -       -  -                -  LowScore:(0.22<0.50);LowCoverage:(0.369<0.860);MultipleHits:(2:SI[M:-3(158..160),S:174(367..540)]);
285   URS00009D717A  PASS    1689    1  LSU  Bacteria  mHS_LSU_3D  plus     1   593.0   593.0  0.35  3.6e-179  0.951  0.951      51    1656     12   1529       -       -  -                -  LowScore:(0.35<0.50);
286   URS00003C1663  PASS    2814    1  LSU  Bacteria  SA_LSU_3D   plus     1  1575.4  1575.4  0.56         0  0.996  0.996       8    2809      9   2918       -       -  -                -  -
287   URS0000096948  FAIL     237    0  -    -         -           -        -       -       -     -         -      -      -       -       -      -      -       -       -  -                -  *NoHits;
288   URS000071FFF8  PASS     154    1  LSU  Bacteria  KL_LSU_3D   plus     1    46.1    46.1  0.30   1.4e-14  0.948  0.948       2     147      3    148       -       -  -                -  LowScore:(0.30<0.50);
289   URS00004262BA  FAIL     268    0  -    -         -           -        -       -       -     -         -      -      -       -       -      -      -       -       -  -                -  *NoHits;
290   URS00003E2D5A  PASS     604    1  LSU  Bacteria  KL_LSU_3D   plus     1    56.1    56.1  0.09   1.4e-17  0.270  0.270     236     398      3    163       -       -  -                -  LowScore:(0.09<0.50);LowCoverage:(0.270<0.860);
291   URS0000691D64  PASS     156    1  LSU  Bacteria  SC_LSU_3D   plus     1    78.3    78.3  0.50   2.9e-24  0.987  0.987       2     155      3    154       -       -  -                -  -
292   URS00004FEBDD  PASS     269    1  LSU  Bacteria  KL_LSU_3D   plus     1    28.4    28.4  0.11   3.1e-09  0.238  0.238     206     269    155    218       -       -  -                -  LowScore:(0.11<0.50);LowCoverage:(0.238<0.860);
293   URS00003C96A7  FAIL    4133    1  LSU  Bacteria  DM_LSU_3D   plus     2  2200.9  1853.2  0.53         0  0.985  0.782     894    4126    987   4057       -       -  -                -  *DuplicateRegion:(987-1024)_hits_1_and_2(M:987.4057,196.1024,S:894.4126,2.840);MultipleHits:(2:SI[M:-38(987..1024),S:53(841..893)]);
294   URS000064805B  PASS     156    1  LSU  Bacteria  KL_LSU_3D   plus     1    72.8    72.8  0.47   1.3e-22  0.987  0.987       2     155      3    154       -       -  -                -  LowScore:(0.47<0.50);
295   URS0000169C88  PASS     712    1  LSU  Bacteria  KL_LSU_3D   plus     2   144.4   131.0  0.20   3.6e-40  0.294  0.228     271     432      1    162       -       -  -                -  LowScore:(0.20<0.50);LowCoverage:(0.294<0.860);MultipleHits:(2:SI[M:-8(155..162),S:233(433..665)]);
296   URS00006796C5  PASS     154    1  LSU  Bacteria  KL_LSU_3D   plus     1   109.3   109.3  0.71   1.3e-33  0.994  0.994       1     153      2    154       -       -  -                -  -
297   URS0000532EB2  PASS     614    1  LSU  Bacteria  SC_LSU_3D   plus     1    75.5    75.5  0.12     2e-23  0.254  0.254     218     373      3    156       -       -  -                -  LowScore:(0.12<0.50);LowCoverage:(0.254<0.860);
298   URS00006B2C41  PASS     155    1  LSU  Bacteria  KL_LSU_3D   plus     1   103.8   103.8  0.67     6e-32  0.994  0.994       1     154      2    154       -       -  -                -  -
299   URS00004599D3  PASS     674    1  LSU  Bacteria  SC_LSU_3D   plus     1    78.6    78.6  0.12   2.3e-24  0.231  0.231     249     404      3    156       -       -  -                -  LowScore:(0.12<0.50);LowCoverage:(0.231<0.860);
300   URS00003D41D2  PASS     386    1  LSU  Bacteria  KL_LSU_3D   plus     1    62.3    62.3  0.16   1.8e-19  0.303  0.303     261     377      3    119       -       -  -                -  LowScore:(0.16<0.50);LowCoverage:(0.303<0.860);
#
# Explanation of columns:
#
# Column  1 [idx]:                 index of sequence in input sequence file
# Column  2 [target]:              name of target sequence
# Column  3 [p/f]:                 PASS or FAIL (reasons for failure begin with '*' in rightmost column)
# Column  4 [length]:              length of target sequence (nt)
# Column  5 [#fm]:                 number of different families detected in sequence
# Column  6 [fam]:                 name of family the best-scoring model to this sequence belongs to
# Column  7 [domain]:              name of domain the best-scoring model to this sequence belongs to
# Column  8 [model]:               name of best-scoring model
# Column  9 [strnd]:               strand ('plus' or 'minus') of best-scoring hit
# Column 10 [#ht]:                 number of hits to best model on strand of best hit (no score threshold enforced)
# Column 11 [tscore]:              summed bit scores of all hits between best model and this sequence (no score threshold enforced)
# Column 12 [bscore]:              bit score of best-scoring hit between best model and this sequence (above threshold)
# Column 13 [s/nt]:                summed bit scores of all hits divided by length of the sequence
# Column 14 [bevalue]:             E-value of best-scoring hit to this sequence
# Column 15 [tcov]:                fraction of target sequence included in all (non-overlapping) hits to the best-scoring model
# Column 16 [bcov]:                fraction of target sequence included in single best-scoring hit
# Column 17 [bfrom]:               start position in the sequence of best-scoring hit
# Column 18 [bto]:                 stop position in the sequence of best-scoring hit
# Column 19 [mfrom]:               start position in the model of best-scoring hit
# Column 20 [mto]:                 stop position in the model of best-scoring hit
# Column 21 [scdiff]:              difference in score from classification stage between summed score of hits to best model and summed scores of hits to second best model
# Column 22 [scd/nt]:              score difference per position: 'scdiff' value divided by total length of all hits to best model
# Column 23 [model]:               name of second best-scoring model
# Column 24 [tscore]:              summed bit scores of all hits between second-best model and this sequence (no score threshold enforced)
# Column 25 [unexpected_features]: unexpected/unusual features of sequence (see below)
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
#
# Explanation of possible values in unexpected_features column:
#
# This column will include a '-' if none of the features listed below are detected.
# Or it will contain one or more of the following types of messages. There are no
# whitespaces in this field, to make parsing easier.
#
# Values that begin with "*" automatically cause a sequence to FAIL.
# Values that do not begin with "*" do not cause a sequence to FAIL.
#
#  1.  *NoHits                 No primary hits to any models above the minimum primary score
#                              threshold of 20 bits (--minpsc) were found.
#  2.  *MultipleFamilies       One or more primary hits to two or more "families" (e.g. SSU
#                              or LSU) exists for the same sequence.
#  3.  *BothStrands            One or more primary hits above the minimum primary score threshold
#                              of 20 bits (--minpsc) were found on each strand.
#  4.  *DuplicateRegion        At least two hits (primary or secondary) on the same strand overlap
#                              in model coordinates by 20 (--maxoverlap) positions or more
#  5.  *InconsistentHits       Not all hits (primary or secondary) are in the same order in the
#                              sequence and in the model.
#  6.  MinusStrand             Best hit is on the minus strand.
#  7.  LowScore                The bits per nucleotide (total bit score divided by total length
#                              of sequence) is below threshold of 0.5 (--lowppossc).
#  8.  LowCoverage             The total coverage of all hits (primary and secondary) to the best
#                              model (summed length of all hits divided by total length of sequence)
#                              is below threshold of 0.86 (--tcov).
#  9.  LowScoreDifference      The difference between the top two domains is below the 'low'
#                              threshold of 0.10 (--lowpdiff) bits per position (total bit score
#                              divided by summed length of all hits).
# 10.  VeryLowScoreDifference  The difference between the top two domains is below the 'very low'
#                              threshold of 0.04 (--vlowpdiff) bits per position (total bit score
#                              divided by summed length of all hits).
# 11.  MultipleHits            There is more than one hit to the best scoring model on the same strand.
#
