rfam_acc	db_id	comment	db_link	other_params	type
RF01249	snoopy		Saccharomyces_cerevisiae300054		Gene; snRNA; snoRNA; CD-box;
RF01250	snornadb		snR189		Gene; snRNA; snoRNA; HACA-box;
RF01250	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01250	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01250	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01251	snoRNABase		snR3		Gene; snRNA; snoRNA; HACA-box;
RF01251	snornadb		snR3		Gene; snRNA; snoRNA; HACA-box;
RF01251	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01251	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01251	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01251	snoopy		Saccharomyces_cerevisiae300040		Gene; snRNA; snoRNA; HACA-box;
RF01252	snornadb		snR5		Gene; snRNA; snoRNA; HACA-box;
RF01252	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01252	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01252	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01253	snornadb		snR46		Gene; snRNA; snoRNA; HACA-box;
RF01253	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01253	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01253	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01253	snoopy		Saccharomyces_cerevisiae300062		Gene; snRNA; snoRNA; HACA-box;
RF01254	snornadb		snR34		Gene; snRNA; snoRNA; HACA-box;
RF01254	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01254	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01254	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01254	snoopy		Saccharomyces_cerevisiae300041		Gene; snRNA; snoRNA; HACA-box;
RF01255	snornadb		snR35		Gene; snRNA; snoRNA; HACA-box;
RF01255	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01255	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01255	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01255	snoopy		Saccharomyces_cerevisiae300063		Gene; snRNA; snoRNA; HACA-box;
RF01256	snornadb		snR43		Gene; snRNA; snoRNA; HACA-box;
RF01256	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01256	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01256	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01257	snornadb		snR31		Gene; snRNA; snoRNA; HACA-box;
RF01257	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01257	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01257	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01258	snornadb		snR10		Gene; snRNA; snoRNA; HACA-box;
RF01258	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01258	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01258	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01259	snornadb		snR63		Gene; snRNA; snoRNA; CD-box;
RF01259	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01259	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01259	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01259	snoopy		Saccharomyces_cerevisiae300052		Gene; snRNA; snoRNA; CD-box;
RF01260	snornadb		snR11		Gene; snRNA; snoRNA; HACA-box;
RF01260	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01260	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01260	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01261	snornadb		snR82		Gene; snRNA; snoRNA; HACA-box;
RF01261	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01261	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01261	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01261	snoopy		Saccharomyces_cerevisiae300020		Gene; snRNA; snoRNA; HACA-box;
RF01262	snornadb		snR44		Gene; snRNA; snoRNA; HACA-box;
RF01262	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01262	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01262	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01263	snornadb		snR191		Gene; snRNA; snoRNA; HACA-box;
RF01263	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01263	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01263	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01264	snornadb		snR83		Gene; snRNA; snoRNA; HACA-box;
RF01264	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01264	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01264	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01264	snoopy		Saccharomyces_cerevisiae300038		Gene; snRNA; snoRNA; HACA-box;
RF01265	snornadb		snR42		Gene; snRNA; snoRNA; HACA-box;
RF01265	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01265	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01265	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01265	snoopy		Saccharomyces_cerevisiae300022		Gene; snRNA; snoRNA; HACA-box;
RF01266	snornadb		snR45		Gene; snRNA; snoRNA; CD-box;
RF01266	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01266	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01266	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01266	snoopy		Saccharomyces_cerevisiae300076		Gene; snRNA; snoRNA; CD-box;
RF01267	snornadb		snR37		Gene; snRNA; snoRNA; HACA-box;
RF01267	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01267	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01267	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01267	snoopy		Saccharomyces_cerevisiae300035		Gene; snRNA; snoRNA; HACA-box;
RF01268	snoRNABase		mgU2-25/61		Gene; snRNA; snoRNA; scaRNA;
RF01268	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; scaRNA;
RF01268	GO		0006396	RNA processing	Gene; snRNA; snoRNA; scaRNA;
RF01268	GO		0005730	nucleolus	Gene; snRNA; snoRNA; scaRNA;
RF01269	snornadb		snR80		Gene; snRNA; snoRNA; HACA-box;
RF01269	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01269	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01269	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01270	snornadb		snR84		Gene; snRNA; snoRNA; HACA-box;
RF01270	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01270	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01270	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01271	snornadb		snR30		Gene; snRNA; snoRNA; HACA-box;
RF01271	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01271	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01271	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01272	snornadb		snR86		Gene; snRNA; snoRNA; HACA-box;
RF01272	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01272	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01272	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01272	snoopy		Saccharomyces_cerevisiae300031		Gene; snRNA; snoRNA; HACA-box;
RF01273	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01273	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01273	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01273	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01274	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01274	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01274	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01274	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01275	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01275	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01275	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01275	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01276	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01276	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01276	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01276	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01277	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=HUM30058		Gene; snRNA; snoRNA; CD-box;
RF01277	snoRNABase		U54		Gene; snRNA; snoRNA; CD-box;
RF01277	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01277	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01277	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01278	snoRNABase		HBII-438A		Gene; snRNA; snoRNA; CD-box;
RF01278	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01278	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01278	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01278	snoopy		Homo_sapiens300793		Gene; snRNA; snoRNA; CD-box;
RF01279	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01279	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01279	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01279	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01279	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01279	snoopy		Arabidopsis_thaliana300082		Gene; snRNA; snoRNA; CD-box;
RF01280	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01280	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01280	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01280	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01280	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01281	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01281	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01281	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01281	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01281	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01281	snoopy		Arabidopsis_thaliana300065		Gene; snRNA; snoRNA; CD-box;
RF01283	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01283	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01283	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01283	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01283	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01284	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01284	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01284	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01284	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01284	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01285	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01285	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01285	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01285	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01285	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01285	snoopy		Arabidopsis_thaliana300157		Gene; snRNA; snoRNA; CD-box;
RF01286	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01286	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01286	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01286	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01286	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01286	snoopy		Arabidopsis_thaliana300050		Gene; snRNA; snoRNA; CD-box;
RF01287	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01287	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01287	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01287	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01287	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01287	snoopy		Arabidopsis_thaliana300051		Gene; snRNA; snoRNA; CD-box;
RF01288	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01288	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01288	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01288	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01288	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01289	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01289	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01289	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01289	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01289	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01290	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=XEN30041		Gene; snRNA; snoRNA; CD-box;
RF01290	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=XEN30042		Gene; snRNA; snoRNA; CD-box;
RF01290	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01290	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01290	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01291	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=HUM30113		Gene; snRNA; snoRNA; CD-box;
RF01291	snoRNABase		U97		Gene; snRNA; snoRNA; CD-box;
RF01291	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01291	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01291	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01292	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; HACA-box;
RF01292	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; HACA-box;
RF01292	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01292	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01292	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01292	snoopy		Arabidopsis_thaliana300185		Gene; snRNA; snoRNA; HACA-box;
RF01293	snoRNABase		ACA59		Gene; snRNA; snoRNA; HACA-box;
RF01293	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01293	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01293	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01294	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=HUM30104		Gene; snRNA; snoRNA; HACA-box;
RF01294	snoRNABase		U89		Gene; snRNA; snoRNA; HACA-box;
RF01294	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01294	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01294	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01295	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=HUM30105		Gene; snRNA; snoRNA; scaRNA;
RF01295	snoRNABase		U90		Gene; snRNA; snoRNA; scaRNA;
RF01295	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; scaRNA;
RF01295	GO		0006396	RNA processing	Gene; snRNA; snoRNA; scaRNA;
RF01295	GO		0005730	nucleolus	Gene; snRNA; snoRNA; scaRNA;
RF01296	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=HUM30099		Gene; snRNA; snoRNA; HACA-box;
RF01296	snoRNABase		U85		Gene; snRNA; snoRNA; HACA-box;
RF01296	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; HACA-box;
RF01296	GO		0006396	RNA processing	Gene; snRNA; snoRNA; HACA-box;
RF01296	GO		0005730	nucleolus	Gene; snRNA; snoRNA; HACA-box;
RF01297	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01297	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01297	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01297	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01298	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=XEN30021		Gene; snRNA; snoRNA; CD-box;
RF01298	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=XEN30022		Gene; snRNA; snoRNA; CD-box;
RF01298	URL		http://snoopy.med.miyazaki-u.ac.jp/view.cgi?id=XEN30023		Gene; snRNA; snoRNA; CD-box;
RF01298	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01298	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01298	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01299	snoRNABase		snR39B		Gene; snRNA; snoRNA; CD-box;
RF01299	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01299	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01299	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01299	snoopy		Xenopus_tropicalis300118		Gene; snRNA; snoRNA; CD-box;
RF01300	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01300	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01300	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01300	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01300	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01300	snoopy		Arabidopsis_thaliana300176		Gene; snRNA; snoRNA; CD-box;
RF01301	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01301	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01301	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01301	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01301	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01301	snoopy		Arabidopsis_thaliana300074		Gene; snRNA; snoRNA; CD-box;
RF01302	URL		http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home		Gene; snRNA; snoRNA; CD-box;
RF01302	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01302	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01302	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01302	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01302	snoopy		Arabidopsis_thaliana300168		Gene; snRNA; snoRNA; CD-box;
RF01303	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01303	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01303	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01303	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01304	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01304	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01304	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01304	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01305	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01305	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01305	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01305	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01306	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01306	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01306	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01306	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01307	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01307	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01307	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01307	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01308	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01308	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01308	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01308	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01309	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01309	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01309	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01309	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01310	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01310	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01310	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01310	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01312	URL		http://lowelab.ucsc.edu/snoRNAdb/		Gene; snRNA; snoRNA; CD-box;
RF01312	SO		0001263	ncRNA_gene	Gene; snRNA; snoRNA; CD-box;
RF01312	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF01312	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF01313	SO		0005836	regulatory_region	Cis-reg;
RF01313	GO		0019079	viral genome replication	Cis-reg;
RF01314	MIPF		MIPF0000454		Gene; miRNA;
RF01314	SO		0001244	pre_miRNA	Gene; miRNA;
RF01314	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF01314	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF01315	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01315	SO		0001459	CRISPR	Gene; CRISPR;
RF01315	GO		0006952	defense response	Gene; CRISPR;
RF01316	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01316	SO		0001459	CRISPR	Gene; CRISPR;
RF01316	GO		0006952	defense response	Gene; CRISPR;
RF01317	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01317	SO		0001459	CRISPR	Gene; CRISPR;
RF01317	GO		0006952	defense response	Gene; CRISPR;
RF01318	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01318	SO		0001459	CRISPR	Gene; CRISPR;
RF01318	GO		0006952	defense response	Gene; CRISPR;
RF01319	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01319	SO		0001459	CRISPR	Gene; CRISPR;
RF01319	GO		0006952	defense response	Gene; CRISPR;
RF01320	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01320	SO		0001459	CRISPR	Gene; CRISPR;
RF01320	GO		0006952	defense response	Gene; CRISPR;
RF01321	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01321	SO		0001459	CRISPR	Gene; CRISPR;
RF01321	GO		0006952	defense response	Gene; CRISPR;
RF01322	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01322	SO		0001459	CRISPR	Gene; CRISPR;
RF01322	GO		0006952	defense response	Gene; CRISPR;
RF01323	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01323	SO		0001459	CRISPR	Gene; CRISPR;
RF01323	GO		0006952	defense response	Gene; CRISPR;
RF01324	URL		http://crispr.u-psud.fr/crispr/CRISPRHomePage.php		Gene; CRISPR;
RF01324	SO		0001459	CRISPR	Gene; CRISPR;
RF01324	GO		0006952	defense response	Gene; CRISPR;
