URS_taxid	CRS_start_relative_to_URS	CRS_end_relative_to_URS	chromosome	CRS_start_relative_to_genome	CRS_end_relative_to_genome	CRS_id	CRS_fdr
URS00008C2233_9606	50	82	chr1	167820167	167820199	M1317108	27.76
URS00008B282D_9606	179	292	chr1	168019723	168019836	M0032774	2.55
URS00009AFA1D_9606	-120	56	chr1	168236591	168236767	M1317287	15.94
URS00008B3438_9606	814	862	chr1	168250037	168250085	M0032913	18.86
URS00008B3438_9606	1302	1342	chr1	168250525	168250565	M1317295	18.28
URS00008BE7B0_9606	48	105	chr1	168579335	168579392	M1317425	13.88
URS00008BE7B0_9606	3	38	chr1	168579402	168579437	M1317426	11.03
URS00008BCA22_9606	-2	88	chr1	168804051	168804141	M1317584	16.64
URS00009B1A5C_9606	-3	87	chr1	168804051	168804141	M1317584	16.64
URS00008BECB6_9606	259	348	chr1	169132470	169132559	M0033324	20.47
URS000041F61D_9606	-45	19	chr1	169155900	169155964	M0033345	9.24
URS00002BF518_9606	46	79	chr1	169454502	169454535	M0033443	14.35
URS00009C236E_9606	46	79	chr1	169454502	169454535	M0033443	14.35
URS00002D85C8_9606	46	79	chr1	169454502	169454535	M0033443	14.35
URS00007715F1_9606	794	842	chr1	169486869	169486917	M0033474	11.66
URS00008B4F1A_9606	755	803	chr1	169486869	169486917	M0033474	11.66
URS00008B3AB5_9606	728	776	chr1	169486869	169486917	M0033474	11.66
URS00009BBD07_9606	551	589	chr1	169588977	169589015	M1317935	8.83
URS00009AF9F3_9606	855	893	chr1	169588977	169589015	M1317935	8.83
URS00008BEAEE_9606	106	153	chr1	169691650	169691697	M0033571	16.64
URS00008B7600_9606	313	359	chr1	169753070	169753116	M1318012	16.7
URS00001AD2DE_9606	-26	55	chr1	170226892	170226973	M1318314	5.56
URS0000BC448B_9606	-26	55	chr1	170226892	170226973	M1318314	5.56
URS00009B15E2_9606	-27	54	chr1	170226892	170226973	M1318314	5.56
URS00009B15E2_9606	37	66	chr1	170234773	170234802	M1318326	14.35
URS000056F2DA_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS00008BCE49_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS00009C3099_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS00009B3F95_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS000024E533_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS000011717C_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS00008B9F14_9606	171	258	chr1	170462165	170462252	M0033911	9.24
URS00007E4946_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS00009B76EB_9606	168	255	chr1	170462165	170462252	M0033911	9.24
URS000025A902_9606	280	320	chr1	170510101	170510141	M0033931	14.68
URS00009B3F95_9606	280	320	chr1	170510101	170510141	M0033931	14.68
URS00009C3099_9606	280	320	chr1	170510101	170510141	M0033931	14.68
URS00009B3F95_9606	38	87	chr1	170511456	170511505	M1318414	35.44
URS000025A902_9606	10	70	chr1	170517634	170517694	M1318418	14.35
URS00009B3F95_9606	14	74	chr1	170517634	170517694	M1318418	14.35
URS00008BCE49_9606	10	70	chr1	170517634	170517694	M1318418	14.35
URS000056F2DA_9606	13	73	chr1	170517634	170517694	M1318418	14.35
URS000011717C_9606	10	70	chr1	170517634	170517694	M1318418	14.35
URS00009C3099_9606	14	74	chr1	170517634	170517694	M1318418	14.35
URS00003ED00F_9606	1268	1317	chr1	170668648	170668697	M0034067	0.0
URS00003ED00F_9606	1377	1417	chr1	170668757	170668797	M1318507	13.88
URS00009BADDE_9606	-15	14	chr1	171314211	171314240	M1318896	11.72
URS00008BF750_9606	169	205	chr1	171444759	171444795	M0034438	14.35
URS00009BFD76_9606	-21	20	chr1	171524799	171524840	M0034468	9.92
URS00008BF850_9606	68	121	chr1	171751659	171751712	M0034571	5.56
URS00008BC759_9606	-41	7	chr1	171850747	171850795	M0034637	14.68
URS0000203212_9606	-46	34	chr1	171864352	171864432	M0034648	7.08
URS00009B0F49_9606	-46	34	chr1	171864352	171864432	M0034648	7.08
URS000081214B_9606	-46	34	chr1	171864352	171864432	M0034648	7.08
URS0000775C78_9606	3532	3610	chr1	172136987	172137065	M0034796	8.82
URS000075C615_9606	3532	3610	chr1	172136987	172137065	M0034796	8.82
URS000075EFF6_9606	7771	7849	chr1	172136987	172137065	M0034796	8.82
URS0000775C78_9606	2655	2694	chr1	172137903	172137942	M0034802	10.41
URS000075C615_9606	2655	2694	chr1	172137903	172137942	M0034802	10.41
URS000075EFF6_9606	6894	6933	chr1	172137903	172137942	M0034802	10.41
URS0000775C78_9606	1698	1782	chr1	172138815	172138899	M1319239	6.82
URS000075C615_9606	1698	1782	chr1	172138815	172138899	M1319239	6.82
URS000075EFF6_9606	5937	6021	chr1	172138815	172138899	M1319239	6.82
URS00008B78E5_9606	5937	6021	chr1	172138815	172138899	M1319239	6.82
URS0000714B17_9606	27	111	chr1	172138815	172138899	M1319239	6.82
URS0000160683_9606	9	93	chr1	172138815	172138899	M1319239	6.82
URS000075DDE6_9606	8	92	chr1	172138815	172138899	M1319239	6.82
URS00002C11C3_9606	-61	23	chr1	172138815	172138899	M1319239	6.82
URS00002524E1_9606	-61	23	chr1	172138815	172138899	M1319239	6.82
URS0000509DB8_9606	-4	80	chr1	172138815	172138899	M1319239	6.82
URS00004DAA89_9606	-20	64	chr1	172138815	172138899	M1319239	6.82
URS0000136174_9606	-42	42	chr1	172138815	172138899	M1319239	6.82
URS0000775C78_9606	1220	1447	chr1	172139150	172139377	M0034811	5.83
URS000075C615_9606	1220	1447	chr1	172139150	172139377	M0034811	5.83
URS000075EFF6_9606	5459	5686	chr1	172139150	172139377	M0034811	5.83
URS00008B78E5_9606	5459	5686	chr1	172139150	172139377	M0034811	5.83
URS00008B8416_9606	1213	1440	chr1	172139150	172139377	M0034811	5.83
URS00009BD30F_9606	1220	1447	chr1	172139150	172139377	M0034811	5.83
URS000075EFF6_9606	3984	4072	chr1	172140764	172140852	M1319248	16.7
URS00008B78E5_9606	3984	4072	chr1	172140764	172140852	M1319248	16.7
URS000075EFF6_9606	3483	3558	chr1	172141278	172141353	M0034819	14.35
URS00008B78E5_9606	3483	3558	chr1	172141278	172141353	M0034819	14.35
URS000075EFF6_9606	2172	2273	chr1	172142563	172142664	M0034828	15.94
URS00008B78E5_9606	2172	2273	chr1	172142563	172142664	M0034828	15.94
URS00009BD30F_9606	108	209	chr1	172142563	172142664	M0034828	15.94
URS000075EFF6_9606	414	500	chr1	172144336	172144422	M0034831	18.86
URS00008B78E5_9606	414	500	chr1	172144336	172144422	M0034831	18.86
URS000075C615_9606	16	102	chr1	172144336	172144422	M0034831	18.86
URS00009BB9A4_9606	18	104	chr1	172144336	172144422	M0034831	18.86
URS00005AE069_9606	16	102	chr1	172144336	172144422	M0034831	18.86
URS0000775C78_9606	16	102	chr1	172144336	172144422	M0034831	18.86
URS000075EFF6_9606	203	279	chr1	172144557	172144633	M0034836	11.03
URS00008B78E5_9606	203	279	chr1	172144557	172144633	M0034836	11.03
URS000063540B_9606	2	78	chr1	172144557	172144633	M0034836	11.03
URS000043F622_9606	12	88	chr1	172144557	172144633	M0034836	11.03
URS00003F2D94_9606	-57	19	chr1	172144557	172144633	M0034836	11.03
URS0000554A4F_9606	-18	58	chr1	172144557	172144633	M0034836	11.03
URS00004795FC_9606	-18	58	chr1	172144557	172144633	M0034836	11.03
URS000075EFF6_9606	41	124	chr1	172144712	172144795	M1319263	8.82
URS00008B78E5_9606	41	124	chr1	172144712	172144795	M1319263	8.82
URS00005AE069_9606	0	83	chr1	172144712	172144795	M1319263	8.82
URS000075C615_9606	41	124	chr1	172144712	172144795	M1319263	8.82
URS0000775C78_9606	0	83	chr1	172144712	172144795	M1319263	8.82
URS00009BB9A4_9606	1	84	chr1	172144712	172144795	M1319263	8.82
URS00008BE6E6_9606	783	817	chr1	172393594	172393628	M1319416	11.72
URS00008BAF0A_9606	783	817	chr1	172393594	172393628	M1319416	11.72
URS00008BE6E6_9606	20	77	chr1	172444007	172444064	M0035120	13.09
URS00008BAF0A_9606	-15	42	chr1	172444007	172444064	M0035120	13.09
URS00008BE0E5_9606	399	484	chr1	172532983	172533068	M0035145	21.69
URS00009BD11B_9606	399	484	chr1	172532983	172533068	M0035145	21.69
URS00008BE0E5_9606	-23	112	chr1	172533355	172533490	M1319500	24.43
URS00009BD11B_9606	-23	112	chr1	172533355	172533490	M1319500	24.43
URS00004BC299_9606	-4	85	chr1	172629317	172629406	M0035197	8.85
URS0000118224_9606	-61	28	chr1	172629317	172629406	M0035197	8.85
URS000075B9A9_9606	-7	82	chr1	172629317	172629406	M0035197	8.85
URS00002A8DD8_9606	-49	24	chr1	173161749	173161822	M1319720	14.35
URS00007E3E18_9606	193	251	chr1	173418372	173418430	M0035501	8.83
URS0000329F16_9606	193	251	chr1	173418372	173418430	M0035501	8.83
URS00009ACFC4_9606	193	251	chr1	173418372	173418430	M0035501	8.83
URS00009B240F_9606	193	251	chr1	173418372	173418430	M0035501	8.83
URS0000213AC0_9606	193	251	chr1	173418372	173418430	M0035501	8.83
URS0000213AC0_9606	-29	49	chr1	173440702	173440780	M0035504	14.68
URS00009ACFC4_9606	-29	49	chr1	173440702	173440780	M0035504	14.68
URS000075CB0B_9606	305	378	chr1	173476778	173476851	M0035516	18.86
URS00009B3372_9606	306	379	chr1	173476778	173476851	M0035516	18.86
URS00008C1923_9606	-60	25	chr1	173505284	173505369	M0035536	14.35
URS00008C1923_9606	116	175	chr1	173548378	173548437	M1319907	14.68
URS00008C1923_9606	144	210	chr1	173557299	173557365	M0035588	14.68
URS00008B6CAC_9606	298	345	chr1	173602709	173602756	M0035609	14.35
URS00008B4CAD_9606	233	275	chr1	173637059	173637101	M0035615	14.35
URS0000569D30_9606	233	275	chr1	173637059	173637101	M0035615	14.35
URS00008B81F2_9606	597	679	chr1	173669549	173669631	M0035629	24.43
URS00008BB9C9_9606	142	177	chr1	173741815	173741850	M0035661	13.88
URS00008B9174_9606	55	90	chr1	173823663	173823698	M1320024	9.92
URS00008B9A4E_9606	715	748	chr1	173896649	173896682	M1320088	15.94
URS00008B9A4E_9606	858	940	chr1	173896792	173896874	M0035734	4.9
URS00008B9A4E_9606	996	1163	chr1	173896930	173897097	M0035738	5.51
URS00008B9A4E_9606	1214	1300	chr1	173897148	173897234	M0035749	4.11
URS00008B9A4E_9606	285	319	chr1	173901857	173901891	M0035775	7.52
URS00008B9A4E_9606	323	455	chr1	173901895	173902027	M1320109	5.14
URS00008B9A4E_9606	552	622	chr1	173902124	173902194	M0035778	14.68
URS00008B4E86_9606	4518	4614	chr1	173931562	173931658	M1320144	4.11
URS00008B4E86_9606	4075	4144	chr1	173932032	173932101	M0035813	7.52
URS00008B4E86_9606	3197	3268	chr1	173932908	173932979	M1320146	15.94
URS00008B4E86_9606	2914	2959	chr1	173933217	173933262	M1320152	15.94
URS00008B4E86_9606	2844	2915	chr1	173933261	173933332	M1320150	7.08
URS00008B4E86_9606	2019	2087	chr1	173934089	173934157	M0035814	10.41
URS00008B6A80_9606	174	250	chr1	174011767	174011843	M0035858	14.35
URS00008BB700_9606	229	279	chr1	174159383	174159433	M1320259	13.09
URS00008BB700_9606	66	152	chr1	174159510	174159596	M1320262	12.31
URS00008BA6E1_9606	922	1018	chr1	174367022	174367118	M1320336	14.35
URS00008BA6E1_9606	505	576	chr1	174367464	174367535	M1320341	15.94
URS00008B914C_9606	576	614	chr1	175007158	175007196	M1320632	11.66
URS0000367CD1_9606	-19	66	chr1	175044739	175044824	M0036292	3.47
URS00008B6A6D_9606	371	466	chr1	175157904	175157999	M0036372	13.86
URS00009AFD32_9606	224	249	chr1	175160898	175160923	M1320766	24.43
URS00008B4351_9606	-12	29	chr1	175192747	175192788	M0036418	27.76
URS00008BC94A_9606	5300	5405	chr1	175315207	175315312	M1320864	10.41
URS00008BC94A_9606	3179	3285	chr1	175317327	175317433	M0036495	16.64
URS00008BC94A_9606	1781	1819	chr1	175318793	175318831	M0036499	18.86
URS00008BC94A_9606	1635	1670	chr1	175318942	175318977	M0036500	7.52
URS00008BC94A_9606	7	99	chr1	175320513	175320605	M0036503	15.94
URS00008B3212_9606	599	682	chr1	175562835	175562918	M1321100	7.08
URS00008C0695_9606	343	374	chr1	175566978	175567009	M1321102	14.68
URS00008B6748_9606	-14	33	chr1	175630047	175630094	M0036805	13.88
URS00008B89D3_9606	253	294	chr1	175743337	175743378	M0036927	13.88
URS00008B89D3_9606	-15	73	chr1	175743698	175743786	M0036928	15.94
URS00008B9EEE_9606	82	119	chr1	175881712	175881749	M1321477	11.03
URS000075E781_9606	22	170	chr1	175968371	175968519	M1321513	7.08
URS0000648DBA_9606	22	170	chr1	175968371	175968519	M1321513	7.08
URS00008B69C3_9606	1035	1127	chr1	176844278	176844370	M1321970	14.35
URS00008B69C3_9606	1492	1534	chr1	176844735	176844777	M0037427	18.19
URS000041DE60_9606	77	130	chr1	177363515	177363568	M1322438	18.19
URS00009BFAEC_9606	77	130	chr1	177363515	177363568	M1322438	18.19
URS00007E4B9C_9606	77	130	chr1	177363515	177363568	M1322438	18.19
URS00009C125E_9606	185	264	chr1	178007886	178007965	M1322855	7.52
URS00008C3578_9606	185	264	chr1	178007886	178007965	M1322855	7.52
URS00008BD0F3_9606	864	911	chr1	178017355	178017402	M0038303	18.19
URS00008BD0F3_9606	994	1076	chr1	178017485	178017567	M0038311	14.35
URS00008C2286_9606	-30	19	chr1	178025944	178025993	M0038313	16.64
URS00008C3CF3_9606	-30	19	chr1	178025944	178025993	M0038313	16.64
URS00008C2B8C_9606	-30	19	chr1	178025944	178025993	M0038313	16.64
URS00008B8F73_9606	-17	15	chr1	178037787	178037819	M1322871	24.43
URS00008C3CF3_9606	31	63	chr1	178037787	178037819	M1322871	24.43
URS00009C125E_9606	-17	15	chr1	178037787	178037819	M1322871	24.43
URS00008C2B8C_9606	-17	15	chr1	178037787	178037819	M1322871	24.43
URS00008C3578_9606	-31	1	chr1	178037787	178037819	M1322871	24.43
URS00008C3EF5_9606	-17	15	chr1	178037787	178037819	M1322871	24.43
URS000044B558_9606	13	66	chr1	178093347	178093400	M0038344	18.19
URS00008B86E4_9606	13	66	chr1	178093347	178093400	M0038344	18.19
URS000075D7C2_9606	13	66	chr1	178093347	178093400	M0038344	18.19
URS00001F68EE_9606	13	66	chr1	178093347	178093400	M0038344	18.19
URS000025BEA5_9606	11	64	chr1	178093347	178093400	M0038344	18.19
URS000044B558_9606	190	230	chr1	178093755	178093795	M0038354	27.76
URS00008B86E4_9606	199	239	chr1	178093755	178093795	M0038354	27.76
URS000075D7C2_9606	199	239	chr1	178093755	178093795	M0038354	27.76
URS00008B25D3_9606	33	65	chr1	178102683	178102715	M0038387	48.47
URS00008B390D_9606	13	67	chr1	178492500	178492554	M0038636	24.43
URS00008B390D_9606	212	259	chr1	178493461	178493508	M1323186	18.19
URS00008B390D_9606	98	142	chr1	178493578	178493622	M1323190	12.56
URS00009BC158_9606	1782	1819	chr1	178493865	178493902	M1323189	15.94
URS00008B43D9_9606	1782	1819	chr1	178493865	178493902	M1323189	15.94
URS00008B43D9_9606	358	405	chr1	178496348	178496395	M0038648	35.44
URS00009BC158_9606	358	405	chr1	178496348	178496395	M0038648	35.44
URS00008BF837_9606	358	405	chr1	178496348	178496395	M0038648	35.44
URS00008B43D9_9606	302	350	chr1	178496403	178496451	M1323204	24.43
URS00009BC158_9606	302	350	chr1	178496403	178496451	M1323204	24.43
URS00008BF837_9606	302	350	chr1	178496403	178496451	M1323204	24.43
URS00008BFBFC_9606	375	461	chr1	178541645	178541731	M1323229	0.0
URS00008B98C7_9606	305	391	chr1	178541645	178541731	M1323229	0.0
URS000075A754_9606	53	88	chr1	178545265	178545300	M1323238	24.43
URS000077911D_9606	53	88	chr1	178545265	178545300	M1323238	24.43
URS00008BE21B_9606	272	353	chr1	178576006	178576087	M1323260	11.72
URS00008B4CDC_9606	166	194	chr1	178688025	178688053	M1323345	15.94
URS00008BE744_9606	-4	39	chr1	178707692	178707735	M1323347	13.88
URS000011C0BE_9606	1383	1455	chr1	178724831	178724903	M1323359	35.44
URS000011C0BE_9606	389	463	chr1	178725823	178725897	M1323375	27.76
URS00008BD91E_9606	53	87	chr1	179082233	179082267	M1323558	17.38
URS00008BD91E_9606	26	59	chr1	179082965	179082998	M0039002	11.03
URS00008BEA3A_9606	1725	1761	chr1	179103990	179104026	M1323583	13.86
URS00008B9B35_9606	1600	1636	chr1	179103990	179104026	M1323583	13.86
URS00008BEA3A_9606	1355	1397	chr1	179104354	179104396	M0039029	14.35
URS00008B9B35_9606	1964	2006	chr1	179104354	179104396	M0039029	14.35
URS00008BEA3A_9606	1206	1243	chr1	179104508	179104545	M1323587	11.66
URS00008B9B35_9606	2118	2155	chr1	179104508	179104545	M1323587	11.66
URS00008BEA3A_9606	268	334	chr1	179105417	179105483	M0039032	15.94
URS00008B9B35_9606	3027	3093	chr1	179105417	179105483	M0039032	15.94
URS00008BCA63_9606	39	77	chr1	179201743	179201781	M1323689	16.64
URS00008BCA63_9606	195	227	chr1	179201899	179201931	M0039113	13.86
URS00008BE919_9606	712	745	chr1	179447696	179447729	M0039185	14.35
URS00008BE919_9606	120	209	chr1	179448232	179448321	M0039187	15.94
URS00008BC141_9606	116	157	chr1	179457276	179457317	M0039198	18.19
URS00008BF05B_9606	69	109	chr1	179504324	179504364	M1323790	13.88
URS00008BC3E5_9606	151	203	chr1	179534643	179534695	M1323806	14.35
URS00008B8FA7_9606	597	635	chr1	179586774	179586812	M1323828	13.88
URS00000DCF87_9606	-70	9	chr1	179587684	179587763	M1323830	11.72
URS000051CFAC_9606	-62	17	chr1	179587684	179587763	M1323830	11.72
URS000012C96A_9606	-61	18	chr1	179587684	179587763	M1323830	11.72
URS00000FC391_9606	-61	18	chr1	179587684	179587763	M1323830	11.72
URS00005790D5_9606	-61	18	chr1	179587684	179587763	M1323830	11.72
URS00002796BF_9606	-60	19	chr1	179587684	179587763	M1323830	11.72
URS00001E4675_9606	-56	23	chr1	179587684	179587763	M1323830	11.72
URS00004480AC_9606	-6	73	chr1	179587684	179587763	M1323830	11.72
URS000005810F_9606	-6	73	chr1	179587684	179587763	M1323830	11.72
URS0000120AA8_9606	-6	73	chr1	179587684	179587763	M1323830	11.72
URS00005CFB22_9606	-10	20	chr1	179588370	179588400	M1323835	13.88
URS00001CBD36_9606	-10	20	chr1	179588370	179588400	M1323835	13.88
URS0000617485_9606	6	36	chr1	179588370	179588400	M1323835	13.88
URS00004BB614_9606	6	36	chr1	179588370	179588400	M1323835	13.88
URS000032D3A8_9606	5	35	chr1	179588370	179588400	M1323835	13.88
URS00001C6935_9606	20	50	chr1	179588370	179588400	M1323835	13.88
URS00001C6935_9606	-28	5	chr1	179588415	179588448	M1323838	24.43
URS000054148F_9606	9	42	chr1	179588415	179588448	M1323838	24.43
URS000049DF63_9606	9	42	chr1	179588415	179588448	M1323838	24.43
URS00002D4C2D_9606	9	42	chr1	179588415	179588448	M1323838	24.43
URS00001743DC_9606	9	42	chr1	179588415	179588448	M1323838	24.43
URS0000044A82_9606	9	42	chr1	179588415	179588448	M1323838	24.43
URS0000284C1C_9606	9	42	chr1	179588415	179588448	M1323838	24.43
URS00003E0DB9_9606	11	44	chr1	179588415	179588448	M1323838	24.43
URS000030D3BD_9606	13	46	chr1	179588415	179588448	M1323838	24.43
URS000008F164_9606	13	46	chr1	179588415	179588448	M1323838	24.43
URS00005F1D38_9606	13	46	chr1	179588415	179588448	M1323838	24.43
URS000044A0C2_9606	20	53	chr1	179588415	179588448	M1323838	24.43
URS00001C1B88_9606	28	61	chr1	179588415	179588448	M1323838	24.43
URS00004343A8_9606	28	61	chr1	179588415	179588448	M1323838	24.43
URS00004F0E45_9606	-21	27	chr1	179588728	179588776	M0039241	18.86
URS00008B8FA7_9606	-44	30	chr1	179589970	179590044	M0039248	7.52
URS00009C3CB5_9606	-44	30	chr1	179589970	179590044	M0039248	7.52
URS00008B23BB_9606	202	249	chr1	179592139	179592186	M1323844	9.71
URS0000552009_9606	-22	49	chr1	179813762	179813833	M0039340	11.03
URS00008BB0A8_9606	2695	2766	chr1	179813762	179813833	M0039340	11.03
URS00008B4AFA_9606	2695	2766	chr1	179813762	179813833	M0039340	11.03
URS00008BB0A8_9606	2469	2612	chr1	179813916	179814059	M1323973	13.09
URS00008B4AFA_9606	2469	2612	chr1	179813916	179814059	M1323973	13.09
URS00008BB0A8_9606	2133	2176	chr1	179814352	179814395	M1323983	35.44
URS00008B4AFA_9606	2133	2176	chr1	179814352	179814395	M1323983	35.44
URS00009B976A_9606	200	243	chr1	179814352	179814395	M1323983	35.44
URS00008B7F05_9606	572	612	chr1	179815916	179815956	M0039357	18.19
URS00008BB0A8_9606	572	612	chr1	179815916	179815956	M0039357	18.19
URS00008B4AFA_9606	572	612	chr1	179815916	179815956	M0039357	18.19
URS00009B652B_9606	209	299	chr1	179816862	179816952	M1323988	18.19
URS00009B652B_9606	70	167	chr1	179816994	179817091	M0039358	15.94
URS00009C0431_9606	-39	114	chr1	179877678	179877831	M0039374	18.86
URS00008B8509_9606	-58	95	chr1	179877678	179877831	M0039374	18.86
URS00008BC60C_9606	-16	137	chr1	179877678	179877831	M0039374	18.86
URS00008B73EB_9606	-48	105	chr1	179877678	179877831	M0039374	18.86
URS000036FA3A_9606	556	591	chr1	179882005	179882040	M0039388	18.86
URS00008B2CF3_9606	213	250	chr1	180000559	180000596	M1324062	14.35
URS00009ADB80_9606	149	183	chr1	180153009	180153043	M0039604	11.03
URS00008BB015_9606	147	181	chr1	180153009	180153043	M0039604	11.03
URS00008B4746_9606	147	181	chr1	180153009	180153043	M0039604	11.03
URS00008BB015_9606	-11	33	chr1	180154474	180154518	M0039613	11.03
URS00009ADB80_9606	113	157	chr1	180154474	180154518	M0039613	11.03
URS000023AB2F_9606	-30	32	chr1	180190483	180190545	M0039663	13.86
URS00008B7F40_9606	666	731	chr1	180197302	180197367	M1324243	18.19
URS00008B7F40_9606	575	616	chr1	180197417	180197458	M0039691	27.76
URS00008B7F40_9606	522	562	chr1	180197471	180197511	M1324248	24.43
URS000075BA4E_9606	422	568	chr1	180198430	180198576	M0039695	5.14
URS00008BC7EA_9606	422	568	chr1	180198430	180198576	M0039695	5.14
URS000075BA4E_9606	1012	1056	chr1	180199020	180199064	M1324249	24.43
URS00008BC7EA_9606	1012	1056	chr1	180199020	180199064	M1324249	24.43
URS000075BA4E_9606	1157	1220	chr1	180199165	180199228	M0039709	18.28
URS00008BC7EA_9606	1157	1220	chr1	180199165	180199228	M0039709	18.28
URS000075BA4E_9606	1315	1361	chr1	180199323	180199369	M0039727	9.71
URS00008BC7EA_9606	1315	1361	chr1	180199323	180199369	M0039727	9.71
URS000075BA4E_9606	2347	2416	chr1	180200355	180200424	M0039728	12.56
URS00008BC7EA_9606	2347	2416	chr1	180200355	180200424	M0039728	12.56
URS00009B66ED_9606	1042	1139	chr1	180270834	180270931	M0039866	18.86
URS000075C729_9606	1041	1138	chr1	180270834	180270931	M0039866	18.86
URS000057E550_9606	321	351	chr1	180273048	180273078	M1324373	16.64
URS00009B66ED_9606	-14	37	chr1	180274717	180274768	M0039870	13.86
URS000057E550_9606	1457	1508	chr1	180274717	180274768	M0039870	13.86
URS000057E550_9606	1365	1439	chr1	180274786	180274860	M1324376	11.03
URS000057E550_9606	1268	1321	chr1	180274904	180274957	M1324382	13.86
URS00009B66ED_9606	108	161	chr1	180274904	180274957	M1324382	13.86
URS000057E550_9606	944	989	chr1	180275236	180275281	M1324385	16.64
URS00009B66ED_9606	-17	28	chr1	180275236	180275281	M1324385	16.64
URS00004BEB92_9606	1	46	chr1	180275236	180275281	M1324385	16.64
URS000057E550_9606	384	424	chr1	180275801	180275841	M0039885	9.71
URS00009C1FAD_9606	161	297	chr1	180288221	180288357	M0039903	9.92
URS00008BD868_9606	57	88	chr1	180353230	180353261	M0039956	14.35
URS00008B5E49_9606	8	40	chr1	180881769	180881801	M0040217	11.66
URS00008B37BA_9606	742	802	chr1	180909763	180909823	M0040254	18.19
URS00001B0858_9606	859	956	chr1	180945145	180945242	M0040330	13.88
URS00008BFCBD_9606	172	231	chr1	180945605	180945664	M1324817	16.64
URS00001B0858_9606	437	496	chr1	180945605	180945664	M1324817	16.64
URS0000ABD817_9606	360	392	chr1	180950527	180950559	M0040336	13.86
URS00003AFC3B_9606	360	392	chr1	180950527	180950559	M0040336	13.86
URS00009C118A_9606	360	392	chr1	180950527	180950559	M0040336	13.86
URS00008BB49B_9606	117	155	chr1	180970953	180970991	M1324851	18.86
URS00001B0858_9606	124	166	chr1	180976317	180976359	M0040354	35.44
URS00001B0858_9606	67	107	chr1	180976376	180976416	M0040353	27.76
URS00005599D5_9606	406	565	chr1	181091514	181091673	M0040477	5.68
URS00009B7DE2_9606	68	300	chr1	181094404	181094636	M1324988	11.66
URS00009C48A8_9606	8605	8644	chr1	181095136	181095175	M1324997	18.19
URS00009C11C1_9606	8605	8644	chr1	181095136	181095175	M1324997	18.19
URS00009AEFCC_9606	10175	10214	chr1	181095136	181095175	M1324997	18.19
URS00009C48A8_9606	8051	8139	chr1	181095641	181095729	M1325000	6.82
URS00009C11C1_9606	8051	8139	chr1	181095641	181095729	M1325000	6.82
URS00009AEFCC_9606	9621	9709	chr1	181095641	181095729	M1325000	6.82
URS00009C48A8_9606	6782	6831	chr1	181096949	181096998	M1325008	13.86
URS00009C11C1_9606	6782	6831	chr1	181096949	181096998	M1325008	13.86
URS00009AEFCC_9606	8352	8401	chr1	181096949	181096998	M1325008	13.86
URS00009C48A8_9606	6292	6331	chr1	181097449	181097488	M0040496	13.86
URS00009C11C1_9606	6292	6331	chr1	181097449	181097488	M0040496	13.86
URS00009AEFCC_9606	7862	7901	chr1	181097449	181097488	M0040496	13.86
URS00009C48A8_9606	5938	6005	chr1	181097775	181097842	M1325011	7.08
URS00009C11C1_9606	5938	6005	chr1	181097775	181097842	M1325011	7.08
URS00009AEFCC_9606	7508	7575	chr1	181097775	181097842	M1325011	7.08
URS00009C48A8_9606	4490	4555	chr1	181099225	181099290	M0040500	7.52
URS00009C11C1_9606	4490	4555	chr1	181099225	181099290	M0040500	7.52
URS00009AEFCC_9606	6060	6125	chr1	181099225	181099290	M0040500	7.52
URS00009C48A8_9606	805	872	chr1	181102908	181102975	M1325021	15.94
URS00009C11C1_9606	805	872	chr1	181102908	181102975	M1325021	15.94
URS00009AEFCC_9606	2375	2442	chr1	181102908	181102975	M1325021	15.94
URS00008B4246_9606	85	152	chr1	181102908	181102975	M1325021	15.94
URS00009C48A8_9606	239	329	chr1	181103451	181103541	M0040506	9.24
URS00009C11C1_9606	239	329	chr1	181103451	181103541	M0040506	9.24
URS00009AEFCC_9606	1809	1899	chr1	181103451	181103541	M0040506	9.24
URS00009C1A0A_9606	772	862	chr1	181103451	181103541	M0040506	9.24
URS00009AEFCC_9606	508	538	chr1	181104812	181104842	M1325026	12.56
URS00009C48A8_9606	453	483	chr1	181104812	181104842	M1325026	12.56
URS00009AEFCC_9606	78	127	chr1	181105223	181105272	M0040526	17.38
URS00009C48A8_9606	23	72	chr1	181105223	181105272	M0040526	17.38
URS00009C11C1_9606	14	63	chr1	181105223	181105272	M0040526	17.38
URS00008BBFF8_9606	582	625	chr1	181117019	181117062	M0040550	7.52
URS00008BEB5A_9606	472	519	chr1	181727773	181727820	M0041127	13.86
URS00008B298B_9606	1515	1595	chr1	181806467	181806547	M1325678	11.03
URS00008B2242_9606	1031	1111	chr1	181806467	181806547	M1325678	11.03
URS000055F6C0_9606	58	324	chr1	182129167	182129433	M0041461	0.0
URS000055F6C0_9606	-3	51	chr1	182153780	182153834	M1325852	15.94
